Date,Average Temperature,Maximum temperature,Minimum temperature,Average relative humidity,Total rainfall,Average wind speed,AverageÂ visibility,Average pH,Maximam pH,Minimum pH,Average Sanility,Maximam Sanility,Minimum Sanility,Disease_Presence_Prob,Disease_Presence_Pred,Predicted_Disease_Type
2026-02-17,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-02-18,28.149921,33.148354,24.76342,76.6171,0.53836304,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-02-19,28.149921,33.148354,24.76342,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-02-20,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-02-21,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-02-22,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-02-23,28.149921,33.148354,24.763422,76.6171,0.5383625,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-02-24,28.149921,33.148354,24.763422,76.6171,0.53836304,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-02-25,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-02-26,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-02-27,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-02-28,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-01,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-03-02,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-03-03,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-04,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-03-05,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-06,28.149921,33.148354,24.76342,76.6171,0.53836495,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-07,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-03-08,28.149921,33.148354,24.76342,76.6171,0.53836524,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-09,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-03-10,28.149921,33.148354,24.763422,76.6171,0.53836197,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-11,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-03-12,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-03-13,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-14,28.149921,33.148354,24.763422,76.6171,0.5383622,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-03-15,28.149921,33.148354,24.763422,76.6171,0.5383655,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-16,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-03-17,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-03-18,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-03-19,28.149921,33.148354,24.76342,76.6171,0.5383655,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-03-20,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-21,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-03-22,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-23,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-03-24,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-03-25,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-03-26,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-27,28.149921,33.148354,24.763422,76.6171,0.5383625,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-03-28,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-03-29,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972528,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-03-30,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-03-31,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-01,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-04-02,28.149921,33.148354,24.763422,76.6171,0.53836465,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-03,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972528,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-04,28.149921,33.148354,24.76342,76.6171,0.53836495,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-05,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-04-06,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-04-07,28.149921,33.148354,24.763422,76.6171,0.53836465,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-08,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-04-09,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-04-10,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-11,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-12,28.149921,33.148354,24.763422,76.6171,0.53836304,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-13,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-04-14,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-04-15,28.149921,33.148354,24.763422,76.6171,0.5383622,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-16,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-04-17,28.149921,33.148354,24.76342,76.6171,0.53836304,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-04-18,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-04-19,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-20,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-21,28.149921,33.148354,24.76342,76.6171,0.53836495,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-04-22,28.149921,33.148354,24.76342,76.6171,0.53836465,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-23,28.149921,33.148354,24.76342,76.6171,0.53836524,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-04-24,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-04-25,28.149921,33.148354,24.76342,76.6171,0.53836334,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-04-26,28.149921,33.148354,24.76342,76.6171,0.53836304,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-04-27,28.149921,33.148354,24.763422,76.6171,0.53836304,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-04-28,28.149921,33.148354,24.763422,76.6171,0.53836197,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-04-29,28.149921,33.148354,24.763422,76.6171,0.5383625,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-04-30,28.149921,33.148354,24.763422,76.6171,0.53836274,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-05-01,28.149921,33.148354,24.763422,76.6171,0.53836197,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-05-02,28.149921,33.148354,24.763422,76.6171,0.5383622,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-05-03,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-05-04,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-05-05,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-05-06,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-05-07,28.149921,33.148354,24.763422,76.6171,0.5383655,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-05-08,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972528,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-05-09,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-05-10,28.149921,33.148354,24.763422,76.6171,0.53836304,19.728342,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-05-11,28.149921,33.148354,24.763422,76.6171,0.5383658,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-05-12,28.149921,33.148354,24.763422,76.6171,0.53836524,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-13,28.149921,33.148354,24.763422,76.6171,0.53836524,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-05-14,28.149921,33.148354,24.763422,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-15,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-05-16,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-05-17,28.149921,33.148354,24.763422,76.6171,0.53836304,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-05-18,28.149921,33.148354,24.763422,76.6171,0.53836274,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-05-19,28.149921,33.148354,24.763422,76.6171,0.53836334,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-05-20,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-05-21,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-22,28.149921,33.148354,24.763422,76.6171,0.5383641,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Sheath Blight
2026-05-23,28.149921,33.148354,24.763422,76.6171,0.5383639,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-24,28.149921,33.148354,24.763422,76.6171,0.53836495,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-25,28.149921,33.148354,24.763422,76.6171,0.5383644,19.728344,4.1972523,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-05-26,28.149921,33.148354,24.76342,76.6171,0.5383655,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-05-27,28.149921,33.148354,24.76342,76.6171,0.5383644,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-05-28,28.149921,33.148354,24.76342,76.6171,0.538366,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-05-29,28.149921,33.148354,24.76342,76.6171,0.5383658,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-05-30,28.149921,33.148354,24.76342,76.6171,0.5383663,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-05-31,28.149921,33.148354,24.76342,76.6171,0.538366,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-06-01,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-02,28.149921,33.148354,24.76342,76.6171,0.5383644,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-03,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-04,28.149921,33.148354,24.76342,76.6171,0.53836334,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-05,28.149921,33.148354,24.76342,76.6171,0.53836524,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-06-06,28.149921,33.148354,24.76342,76.6171,0.5383644,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-06-07,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Blast
2026-06-08,28.149921,33.148354,24.76342,76.6171,0.5383641,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-09,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-06-10,28.149921,33.148354,24.76342,76.6171,0.5383641,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-11,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-12,28.149921,33.148354,24.76342,76.6171,0.53836334,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-06-13,28.149921,33.148354,24.76342,76.6171,0.53836274,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-06-14,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-15,28.149921,33.148354,24.76342,76.6171,0.53836495,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-16,28.149921,33.148354,24.76342,76.6171,0.53836304,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-17,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-06-18,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-19,28.149921,33.148354,24.76342,76.6171,0.5383639,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-06-20,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2026-06-21,28.149921,33.148354,24.76342,76.6171,0.5383636,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2026-06-22,28.149921,33.148354,24.76342,76.617096,0.5383625,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-23,28.149921,33.148354,24.76342,76.617096,0.5383614,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Bacterial Leaf Blight
2026-06-24,28.149921,33.148354,24.763418,76.617096,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-06-25,28.149921,33.148354,24.763418,76.617096,0.5383625,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-26,28.149921,33.148354,24.763418,76.617096,0.5383622,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-06-27,28.149921,33.148354,24.763418,76.617096,0.5383625,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-28,28.149921,33.148354,24.763418,76.617096,0.53836334,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-06-29,28.149921,33.148354,24.763418,76.617096,0.53836274,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-06-30,28.149921,33.148354,24.763418,76.61709,0.5383614,19.728342,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-07-01,28.149921,33.148354,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-07-02,28.149921,33.148354,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Blast
2026-07-03,28.149921,33.14836,24.763418,76.61709,0.53835946,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-07-04,28.149921,33.14836,24.763418,76.617096,0.53835976,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-07-05,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-07-06,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Brown Spot
2026-07-07,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Bacterial Leaf Blight
2026-07-08,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-07-09,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-07-10,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2026-07-11,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2026-07-12,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-07-13,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2026-07-14,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-07-15,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2026-07-16,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.39724624,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
